cnpj;tipo;abertura;nome;fantasia;natureza_juridica;logradouro;numero;complemento;cep;bairro;municipio;uf;email;telefone;efr;situacao;data_situacao;motivo_situacao;situacao_especial;data_situacao_especial;capital_social
09.538.688/0006-47;FILIAL;29/12/2011;INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES;O.S. I.R.S. SIRIO LIBANES UNIDADE AME INTERLAGOS;399-9 - Associação Privada;R ARTHUR NASCIMENTO JUNIOR;120;;04.815-180;JARDIM SATELITE;SAO PAULO;SP;fiscal@irssl.org.br;(11) 5200-0946/ (11) 5200-0900;;ATIVA;29/12/2011;;;;0.00
61.687.356/0024-26;FILIAL;07/10/2008;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;DR. LUIZ ROBERTO BARRADAS BARATA;399-9 - Associação Privada;AV ALMIRANTE DELAMARE;1534;;04.230-000;NOVA HELIOPOLIS;SAO PAULO;SP;contabilidade@seconci-sp.org.br;(11) 3664-5050;;ATIVA;07/10/2008;;;;0.00
61.699.567/0025-60;FILIAL;22/01/2010;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMBULATORIO MED DE ESPECIALID DE PSIQ-DRA JANDIRA MASUR;399-9 - Associação Privada;AVENIDA GUILHERME COTCHING;1600;;02.113-012;VILA MARIA;SAO PAULO;SP;nfe.serv@amepqvm.spdm.org.br;(11) 3478-1377;;ATIVA;22/01/2010;;;;0.00
61.687.356/0030-74;FILIAL;31/05/2010;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM-SEDI II -OSS;399-9 - Associação Privada;AV ALMIRANTE DELAMARE;1534;BLOCO A;04.230-000;NOVA HELIOPOLIS;SAO PAULO;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050;;ATIVA;31/05/2010;;;;0.00
55.401.178/0010-27;FILIAL;05/03/2010;FUNDACAO INSTITUTO DE PESQUISA E ESTUDO DE DIAGNOSTICO POR IMAGEM - FIDI;SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM - SEDI III;306-9 - Fundação Privada;AVENIDA PAULISTA;302;ANDAR 5;01.310-000;BELA VISTA;SAO PAULO;SP;juridico@fidi.org.br;(11) 5088-7900 / (11) 5088-7913;;ATIVA;05/03/2010;;;;0.00
55.401.178/0005-60;FILIAL;24/03/2009;FUNDACAO INSTITUTO DE PESQUISA E ESTUDO DE DIAGNOSTICO POR IMAGEM - FIDI;SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM I - SEDI I;306-9 - Fundação Privada;AVENIDA PAULISTA;302;ANDAR 5;01.310-000;BELA VISTA;SAO PAULO;SP;juridico@fidi.org.br;(11) 5088-7900 / (11) 5088-7903;;ATIVA;24/03/2009;;;;0.00
61.699.567/0082-58;FILIAL;20/02/2018;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;CENTRAL DE REGULACAO DE OFERTAS DE SERV DE SAUDE(CROSS);399-9 - Associação Privada;AVENIDA DR ARNALDO;455;;01.246-903;PACAEMBU;SAO PAULO;SP;nfe.serv@cross.org.br;(11) 5112-0850;;ATIVA;20/02/2018;;;;0.00
61.699.567/0047-75;FILIAL;14/03/2014;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;COMPLEXO DE CUIDADOS AS PCN REL. A DEP. QUIM. EM C. USO;399-9 - Associação Privada;RUA HELVETIA;55;;01.215-010;CAMPOS ELISEOS;SAO PAULO;SP;nfe.serv@urh.spdm.org.br;(11) 4280-3828;;ATIVA;14/03/2014;;;;0.00
61.687.356/0042-08;FILIAL;26/02/2018;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;AMBULATORIO MEDICO DE ESPECIALIDADES-AME SAO VICENTE;399-9 - Associação Privada;AV PRESIDENTE WILSON;291;;11.320-001;ITARARE;SAO VICENTE;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050;;ATIVA;26/02/2018;;;;0.00
57.722.118/0007-36;FILIAL;26/06/2019;FUND DE APOIO AO ENSINO PESQ E ASSISTENCIA HCFMRPUSP;HOSPITAL ESTADUAL DE SERRANA;306-9 - Fundação Privada;R NOSSA SENHORA DAS DORES;SN;;14.150-000;CENTRO;SERRANA;SP;luciana@faepa.br;(16) 3505-8197/ (16) 3505-8166;;ATIVA;26/06/2019;;;;0.00
61.687.356/0043-99;FILIAL;26/11/2018;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;CHS - CONJUNTO HOSPITALAR DE SOROCABA;399-9 - Associação Privada;AVENIDA COMENDADOR PEREIRA INACIO;564;;18.030-005;JARDIM VERGUEIRO;SOROCABA;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050;;ATIVA;26/11/2018;;;;0.00
57.571.275/0030-37;FILIAL;11/12/2020;FUNDACAO DO ABC;AME SOROCABA;127-9 - Fundação Pública de Direito Privado Municipal;RUA GUAICURUS;411;;18.040-426;VILA LEAO;SOROCABA;SP;contabilidade@fuabc.org.br;(11) 2666-5400;SAO BERNARDO DO CAMPO - SP;ATIVA;11/12/2020;;;;0.00
61.699.567/0078-71;FILIAL;08/01/2018;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSP REGIONAL DE SOROCABA DR ADIB D JATENE- BATA BRANCA;399-9 - Associação Privada;RODOVIA RAPOSO TAVARES;SP-270;KM 106;18.052-775;PARQUE RESERVA FAZENDA IMPERIAL;SOROCABA;SP;nfe.serv@hrs.spdm.org.br;(15) 3500-9900;;ATIVA;08/01/2018;;;;0.00
61.699.567/0122-80;FILIAL;15/07/2021;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL REGIONAL DO ALTO TIETE - HRAT;399-9 - Associação Privada;RUA PRUDENTE DE MORAES;2200;;08.610-005;VILA AMORIM;SUZANO;SP;nfe.serv@hrat.spdm.org.br;(11) 4744-8200;;ATIVA;15/07/2021;;;;0.00
61.699.567/0029-93;FILIAL;20/08/2010;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AME TABOAO DA SERRA;399-9 - Associação Privada;EST SAO FRANCISCO;1448;;06.764-290;JD HENRIQUETA;TABOAO DA SERRA;SP;nfe.serv@ametaboao.spdm.org.br;(11) 2139-0333;;ATIVA;20/08/2010;;;;0.00
47.969.134/0006-93;FILIAL;03/07/2017;FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA;AMBULATORIO MEDICO DE ESPECIALIDADE (AME TAQUARITINGA);306-9 - Fundação Privada;AVENIDA JOAO DE JORGE;221;;15.900-102;VILA ROSA;TAQUARITINGA;SP;contabilidade@santacasadefranca.com.br;(16) 3711-4196;;ATIVA;03/07/2017;;;;0.00
03.969.808/0015-75;FILIAL;05/02/2020;INSTITUTO SOCRATES GUANAES - ISG;HOSPITAL REGIONAL DO LITORAL NORTE;399-9 - Associação Privada;RUA PRUDENCIA SANCHES FROILE MANSANO;1200;;11.672-032;PONTAL DE SANTA MARINA;CARAGUATATUBA;SP;institucional@isgsaude.org;(71) 4062-8888;;ATIVA;05/02/2020;;;;0.00
61.687.356/0045-50;FILIAL;03/01/2022;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;AMBULATORIO MEDICO DE ESPECIALIDADES - AME TAUBATE;399-9 - Associação Privada;AV AMADOR BUENO DA VEIGA;370;;12.062-400;JARDIM DOS ESTADOS;TAUBATE;SP;contabilidade.fiscal@seconci-sp.org.br;(11) 3664-5050;;ATIVA;03/01/2022;;;;0.00
60.975.737/0072-45;FILIAL;25/05/2010;SOCIEDADE BENEFICENTE SAO CAMILO;HOSPITAL REGIONAL DO VALE DO PARAIBA;399-9 - Associação Privada;AV TIRADENTES;280;;12.030-180;JD DAS NACOES;TAUBATE;SP;fiscal@hospitalregional.org.br;(12) 3634-2037;;ATIVA;25/05/2010;;;;0.00
46.230.439/0009-69;FILIAL;03/07/2008;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;AMBULATORIO MEDICO DE ESPECIALIDADES DE TUPA;306-9 - Fundação Privada;R MANDAGUARIS;970;;17.606-135;CENTRO;TUPA;SP;orlatofamesp@fmb.unesp.br;(14) 3815-2680/ (14) 3815-2680;;ATIVA;03/07/2008;;;;0.00
57.740.490/0001-80;MATRIZ;19/12/1989;CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIBEIRA E LITORAL SUL;CONSAUDE;121-0 - Consórcio Público de Direito Público (Associação Pública);RUA DOS EXPEDICIONARIOS;140;;11.930-000;CENTRO;PARIQUERA-ACU;SP;consaude@consaude.org.br;(13) 3856-9600 / (13) 3856-9602 / (13) 3856-9682;PARIQUERA-ACU - SP;ATIVA;24/09/2005;;;;0.00
72.957.814/0002-00;FILIAL;20/06/2007;SANTA CASA DE MISERICORDIA DE VOTUPORANGA;AMBULATORIO MEDICO DE ESPECIALIDADES - VOTUPORANGA;399-9 - Associação Privada;RUA MARIA DE FREITAS LEITE;2944;;15.501-215;VILA NOVA;VOTUPORANGA;SP;santacasa@votuporanga.com.br;(17) 3405-9133 / (17) 3405-9143;;ATIVA;20/06/2007;;;;0.00
05.025.187/0001-00;MATRIZ;14/03/2002;INSTITUTO SOCIAL DE DESENVOLVIMENTO ALIANCA;ISDA;399-9 - Associação Privada;AVENIDA ESTADOS UNIDOS;397;EDIF CIDADE DO SALVADOR SALA 503;40.010-020;COMERCIO;SALVADOR;BA;olicon.consultoria@hotmail.com;(71) 3034-6670;;ATIVA;09/06/2022;;;;0.00
21.355.608/0001-09;MATRIZ;16/12/2009;INSTITUTO DE GESTAO APLICADA;;399-9 - Associação Privada;AVENIDA TANCREDO NEVES;2227;EDIF SALVADOR PRIME WORK SALA 911;41.820-021;CAMINHO DAS ARVORES;SALVADOR;BA;juridico@igasaude.org;(71) 4141-9709;;ATIVA;30/01/2019;;;;0.00
14.702.257/0004-42;FILIAL;21/09/2015;INSTITUTO SAUDE E CIDADANIA - ISAC;ISAC UPA BENEDITO BENTES;399-9 - Associação Privada;AVENIDA ANTONIO LISBOA DE AMORIM;SN;SALA DIRETORIA;57.085-160;BENEDITO BENTES;MACEIO;AL;contabilize@contabilizedf.com.br;(61) 3548-7604;;ATIVA;21/09/2015;;;;0.00
05.954.802/0001-54;MATRIZ;29/09/2003;INSTITUTO DE GESTAO DE POLITICAS PUBLICAS SOCIAIS -IGPS;;399-9 - Associação Privada;RUA JOSE ALVES DO COUTO;4;QUADRAK;55.540-000;QUILOMBO DOS PALMARES I;PALMARES;PE;ibrase01@gmail.com;(81) 9271-7931;;ATIVA;29/09/2003;;;;0.00
44.563.716/0006-87;FILIAL;08/05/2017;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;HOSPITAL REGIONAL DR. CLODOLFO RODRIGUES DE MELLO;399-9 - Associação Privada;AVENIDA JOAO AGOSTINHO;SN;;57.500-000;SANTO ANTONIO;SANTANA DO IPANEMA;AL;contato@insaude.org.br;(11) 2157-0018 / (11) 3368-7063;;ATIVA;08/05/2017;;;;0.00
05.413.531/0002-00;FILIAL;21/12/2007;FUNDACAO ABM DE PESQUISA E EXTENSAO NA AREA DA SAUDE - FABAMED;FUNDACAO ABM;306-9 - Fundação Privada;RUA LUIZ VIANA FILHO;S/N;;47.100-000;ROSARIO;BARRA;BA;administrativo@fabamed.org.br;(71) 3033-4507;;ATIVA;21/12/2007;;;;0.00
08.635.905/0001-40;MATRIZ;20/12/2006;REDE ABERTA DAS ORGANIZACOES DA SOCIEDAE CIVIL ORGANIZADA DE CAMACARI;ISIBA - INSTITUTO SAUDE INTEGRADA DA BAHIA;330-1 - Organização Social (OS);R TRES DO CANAL;35;;42.803-790;GLEBA A;CAMACARI;BA;siscon@siscon-ba.com.br;(71) 3627-2903;;ATIVA;20/12/2006;;;;0.00
19.622.700/0001-46;MATRIZ;28/11/2013;INSTITUTO DE GESTAO INTEGRADA - IGI;IGI;399-9 - Associação Privada;RUA COMANDANTE ALMIRO;404;;44.001-456;CENTRO;FEIRA DE SANTANA;BA;ascom@igi.com.br;(71) 3506-3888 / (71) 3506-3888;;ATIVA;28/11/2013;;;;0.00
15.166.416/0012-04;FILIAL;17/12/2015;REAL SOCIEDADE PORTUGUESA DE BENEF 16 DE SETEMBRO;HOSPITAL PORTUGUES / UNID ANTONIO C MAGALHAES;399-9 - Associação Privada;AVENIDA RENATO CAMPOS;567;;48.500-000;CENTRO;EUCLIDES DA CUNHA;BA;hospital@hportugues.com.br;(75) 3259-1601 / (71) 3332-3776;;ATIVA;17/12/2015;;;;0.00
24.301.008/0001-56;MATRIZ;08/01/2016;FUNDACAO GONCALVES E SAMPAIO;FTM - FUNDACAO TERRA MAE;399-9 - Associação Privada;RUA PAU BRASIL;SN;;45.880-000;LOTEAMENTO NOVA IPANEMA;CAMACAN;BA;gestao.contratos@ftmsaude.org;(71) 3341-2462;;ATIVA;08/01/2016;;;;0.00
42.094.503/0001-13;MATRIZ;26/05/2021;MACHADO MENDONCA SERVICOS MEDICOS LTDA;MACHADO MENDONCA SERVICOS MEDICOS;206-2 - Sociedade Empresária Limitada;RUA ALFREDO BASTOS;SN;HOSPITAL;44.970-000;CENTRO;IBIPEBA;BA;fernandohsm@hotmail.com;(74) 9980-8938 / (74) 9975-3752 / (74) 9980-8938;;ATIVA;26/05/2021;;;;30000.00
22.438.920/0001-29;MATRIZ;26/11/2009;INSTITUTO PIATA;IGPS - INSTITUTO PIATA DE GESTAO SOCIAL;399-9 - Associação Privada;AVENIDA SANTOS DUMONT;1883;SALA 532 BUSINESS CLASS UNIDADE LAURO DE FREITAS;42.700-130;AERO ESPACO EMPRESARIAL;LAURO DE FREITAS;BA;;(71) 8808-5074;;ATIVA;16/11/2021;;;;0.00
07.466.228/0001-10;MATRIZ;20/04/2005;PROVIDA - INSTITUTO NACIONAL DE GESTAO SOCIAL E INOVACAO PUBLICO PRIVADA;INSTITUTO PROVIDA;399-9 - Associação Privada;RUA MARIA ISABEL DOS SANTOS;332;;42.702-440;CENTRO;LAURO DE FREITAS;BA;contato@groupconnex.com.br;(71) 9913-7668 / (71) 2106-0010 / (71) 3359-4141;;ATIVA;20/04/2005;;;;0.00
15.153.745/0001-68;MATRIZ;30/09/1966;SANTA CASA DE MISERICORDIA DA BAHIA;MATRIZ - SANTA CASA DE MISERICORDIA DA BAHIA;399-9 - Associação Privada;AV JOANA ANGELICA;79;;40.050-001;NAZARE;SALVADOR;BA;contabilidade@santacasaba.org.br;(71) 2203-9666;;ATIVA;02/10/2004;;;;0.00
16.438.624/0001-25;MATRIZ;27/07/1988;ISAS - INSTITUTO DE SAUDE E ACAO SOCIAL;ISAS - INSTITUTO DE SAUDE E ACAO SOCIAL;399-9 - Associação Privada;RUA ANTENOR MOREIRA PINHO;75;CASA;44.004-424;JARDIM ACACIA;FEIRA DE SANTANA;BA;contato@isas.org.br;(75) 3011-6519;;ATIVA;13/08/2009;;;;0.00
15.329.734/0001-96;MATRIZ;22/03/2012;FUNDACAO PUBLICA DE SAUDE DE VITORIA DA CONQUISTA;FSVC;127-9 - Fundação Pública de Direito Privado Municipal;AVENIDA MACAUBAS;100;TERREO;45.065-540;PATAGONIA;VITORIA DA CONQUISTA;BA;contabilidade.fsvc@gmail.com;(77) 3420-6224 / (77) 3420-6200 / (77) 3420-6238;VITORIA DA CONQUISTA - BA;ATIVA;22/03/2012;;;;0.00
13.609.281/0001-26;MATRIZ;12/04/2011;INSTITUTO DE GESTAO E PROMOCAO A SAUDE E TECNOLOGIA- IPS;INSTITUTO DE PROMOCAO A SAUDE;399-9 - Associação Privada;R JOSE VILAR;3080;;60.125-001;DIONISIO TORRES;FORTALEZA;CE;diretoriafinanceira1demaio@gmail.com;(85) 3272-1959/ (85) 3257-9047;;ATIVA;12/04/2011;;;;0.00
29.782.496/0001-84;MATRIZ;07/02/2018;INSTITUTO DE GERENCIAMENTO MEDICO;IGM;399-9 - Associação Privada;AVENIDA DOM LUIS;500;SALA 2012;60.160-196;ALDEOTA;FORTALEZA;CE;setoradm.igm@gmail.com;(11) 4702-3534;;ATIVA;07/02/2018;;;;0.00
31.379.106/0001-71;MATRIZ;30/08/2018;INSTITUTO DE GESTAO EM SAUDE DO NORDESTE;INSTITUTO DE GESTAO EM SAUDE DO NORDESTE;399-9 - Associação Privada;RUA ANACLETO DE SOUSA MAIA;1131;;62.870-000;BURITI;PACAJUS;CE;contato@ingesne.org.br;(85) 9696-0555;;ATIVA;30/08/2018;;;;0.00
05.481.950/0001-07;MATRIZ;06/01/2003;INSTITUTO PRAXIS DE EDUCACAO, CULTURA E ACAO SOCIAL;INSTITUTO PRAXIS;399-9 - Associação Privada;AVENIDA FRANCISCO SA;5445;;60.310-002;ALVARO WEYNE;FORTALEZA;CE;;(85) 3261-6030;;ATIVA;06/01/2003;;;;0.00
10.539.375/0001-88;MATRIZ;12/12/2008;ASSOCIACAO BRASILEIRA DE ASSITENCIA SOCIAL ,SAUDE , EDUCACAO,CULTURA,ESPORTE, LAZER E MEIO AMBIENTE - ABRASSE;ABRASSE;399-9 - Associação Privada;AVENIDA SANTOS DUMONT;3131;704SL A;60.150-165;ALDEOTA;FORTALEZA;CE;abrasseassociacao@gmail.com;(85) 9665-4111;;ATIVA;08/10/2021;;;;0.00
60.975.737/0076-79;FILIAL;11/05/2011;SOCIEDADE BENEFICENTE SAO CAMILO;HOSPITAL SAO LUCAS;399-9 - Associação Privada;RUA UBALDINO SOUTO MAIOR;1052;;63.700-001;CENTRO;CRATEUS;CE;contabilidade@saocamilocrateus.org.br;(88) 3691-9310;;ATIVA;11/05/2011;;;;0.00
60.975.737/0087-21;FILIAL;21/08/2015;SOCIEDADE BENEFICENTE SAO CAMILO;UPA-DR. OLAVO CAVALCANTE CARDOSO;399-9 - Associação Privada;RUA JOELSON SILVA BARROS;795;;63.700-001;CIDADE NOVA;CRATEUS;CE;contabilidade@saocamilocrateus.org.br;(88) 3691-9310;;ATIVA;21/08/2015;;;;0.00
19.901.155/0001-27;MATRIZ;05/02/2014;INSTITUTO PRO HEMO SAUDE -IPH;INSTITUTO PRO HEMOCE;399-9 - Associação Privada;R CAROLINO DE AQUINO;143;;60.050-140;FATIMA;FORTALEZA;CE;financeiroprohemo@gmail.com;(85) 3034-5035;;ATIVA;05/02/2014;;;;0.00
09.231.738/0001-34;MATRIZ;20/11/2007;INSTITUTO DE TECNICA E GESTAO MODERNA - I.T.G.M;;399-9 - Associação Privada;AVENIDA DRA RUTH CARDOSO;8501;;05.425-070;PINHEIROS;SAO PAULO;SP;atendimento@itgm.net.br;(11) 3434-6400;;ATIVA;20/11/2007;;;;0.00
05.312.376/0001-55;MATRIZ;02/02/1977;CENTRO DE PESQUISAS EM DOENCAS HEPATO RENAIS DO CEARA;CEPEGE - CENTRO DE PESQUISA E GESTAO;399-9 - Associação Privada;R PROFESSOR COSTA MENDES;1611;;60.430-140;RODOLFO TEOFILO;FORTALEZA;CE;administracao@cpdhrce.com;(85) 3021-5822;;ATIVA;03/11/2005;;;;0.00
05.268.526/0001-70;MATRIZ;11/07/2002;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;ISGH;330-1 - Organização Social (OS);R SOCORRO GOMES;190;;60.843-070;GUAJERU;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332/ (85) 3216-8334;;ATIVA;11/07/2002;;;;0.00
56.322.696/0001-27;MATRIZ;16/07/1986;ASSOCIACAO BENEFICENTE CISNE;INSTITUTO CISNE DE ENSINO E PESQUISA - ICEPES;399-9 - Associação Privada;RUA PITANGA;38;;06.345-220;CHACARA SAO JOAO;CARAPICUIBA;SP;contato@institutocisne.org.br;(11) 4169-7937 / (11) 4169-7473 / (11) 4169-8253;;ATIVA;30/04/2005;;;;0.00
61.699.567/0093-00;FILIAL;17/10/2019;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;SPDM-PAIS-UNIDADES DE ATENCAO PRIMARIA E ESPECIALIZADA;399-9 - Associação Privada;R 1018 (CONJ. CEARA II);148;;60.532-690;CONJUNTO CEARA II;FORTALEZA;CE;corporativopais@spdm-pais.org.br;(11) 5904-6300;;ATIVA;17/10/2019;;;;0.00
06.746.713/0001-85;MATRIZ;10/09/1987;FUNDACAO LEANDRO BEZERRA DE MENEZES;FUNDACAO LEANDRO BEZERRA;306-9 - Fundação Privada;RUA SAO PEDRO;3000;;63.050-270;SANTA TERESA;JUAZEIRO DO NORTE;CE;contabil@fundacaolbm.com.br;(88) 3512-2706;;ATIVA;03/11/2005;;INTERVENCAO;26/10/2021;0.00
46.853.264/0001-99;MATRIZ;21/06/2022;INSTITUTO SOCIAL DE DESENVOLVIMENTO EM GESTAO E OPERACIONALIZACAO DA SAUDE, EDUCACAO E ASSISTENCIA SOCIAL;INSTITUTO EVOLUTE;399-9 - Associação Privada;RUA DOUTOR WALDEMAR DE ALCANTARA;1851;;60.833-241;SAPIRANGA / COITE;FORTALEZA;CE;contato@institutoevolute.com.br;(85) 2130-7948;;ATIVA;21/06/2022;;;;0.00
08.562.903/0001-78;MATRIZ;14/11/2006;INSTITUTO EXCELENCIA DE GESTAO E OPERACIONALIZACAO - IE;INSTITUTO EXCELENCIA-IE;399-9 - Associação Privada;RUA NAPOLEAO BONAPARTE VIANA;14;;61.910-030;LUZARDO VIANA;MARACANAU;CE;contato@institutoexcelencia.org.br;(85) 3341-4192;;ATIVA;14/11/2006;;;;0.00
24.127.105/0001-74;MATRIZ;06/01/2016;INSTITUTO DE GESTAO E CIDADANIA;IGC;399-9 - Associação Privada;AV ENGENHEIRO SANTANA JUNIOR;3000;SALA 701 A 708;60.192-200;COCO;FORTALEZA;CE;notas@igcce.com;(85) 3099-2405;;ATIVA;06/01/2016;;;;0.00
07.206.048/0001-08;MATRIZ;31/12/1970;INSTITUTO COMPARTILHA;SAMEAC;399-9 - Associação Privada;RUA LIVIO BARRETO;1264;;60.135-228;DIONISIO TORRES;FORTALEZA;CE;presidencia@institutocompartilha.ngo;(85) 3879-6902 / (85) 8106-5277 / (85) 3879-6902;;ATIVA;03/11/2005;;;;0.00
10.779.749/0001-32;MATRIZ;13/04/2009;INSTITUTO ESPERANCA;INSTITUTO DE EXCELENCIA EM SAUDE PUBLICA;330-1 - Organização Social (OS);AVENIDA ITALIA;928;SALA 1508 EDIF THE ONE OFF TOWER;12.030-212;JARDIM DAS NACOES;TAUBATE;SP;institutoesperanca@institutoiesp.org.br;(12) 3621-3844 / (22) 2758-5159;;ATIVA;13/04/2009;;;;0.00
41.564.618/0001-61;MATRIZ;02/07/1993;SOCIEDADE NACIONAL DE DESENVOLVIMENTO - SODEC.TECH;SODEC;399-9 - Associação Privada;AVENIDA MINISTRO JOSE AMERICO;326;SALA 812;60.824-245;PARQUE IRACEMA;FORTALEZA;CE;afccoelho@gmail.com;(85) 9921-5500;;ATIVA;15/10/2021;;;;0.00
12.955.134/0001-45;MATRIZ;23/08/1988;INSTITUTO DIVA ALVES DO BRASIL;IDAB;399-9 - Associação Privada;POV TIMBAUBA;SN;;57.570-000;ZONA RURAL;CACIMBINHAS;AL;contato@idabsocial.org.br;(82) 3025-4114;;ATIVA;03/11/2005;;;;0.00
07.609.365/0001-67;MATRIZ;28/09/1970;ASSOCIACAO DE PROTECAO E ASSISTENCIA A MATERNIDADE E INFANCIA;;399-9 - Associação Privada;ROD BR 230;S/N;;63.300-000;VIRGILIO DE AGUIAR GURGEL;LAVRAS DA MANGABEIRA;CE;;(88) 3536-1280;;ATIVA;24/09/2005;;;;0.00
36.139.504/0001-34;MATRIZ;24/01/2020;INSTITUTO DE GESTAO EM SAUDE CIDADANIA - INSTITUTO CIDADANIA;;399-9 - Associação Privada;AVENIDA EDILSON BRASIL SOARES;2670;ANEXO A;60.833-020;SAPIRANGA / COITE;FORTALEZA;CE;cidadaniainstituto@hotmail.com;(85) 2139-8996;;ATIVA;24/01/2020;;;;0.00
40.542.765/0001-78;MATRIZ;05/01/2021;INSTITUTO DE GESTAO HOSPITALAR E SAUDE - IGS;INSTITUTO DE GESTAO HOSPITALAR E SAUDE - IGHS;399-9 - Associação Privada;R 25 DE MARCO;60;;63.800-000;POMPEIA;QUIXERAMOBIM;CE;administrativo@ighs.org.br;(88) 2149-3758;;ATIVA;05/01/2021;;;;0.00
10.962.062/0001-38;MATRIZ;09/06/2009;INSTITUTO ROSA BRANCA;ROSA BRANCA;399-9 - Associação Privada;PRACA MARECHAL FLORIANO PEIXOTO;259;ANDAR 2, PARTE;24.800-001;CENTRO;ITABORAI;RJ;andersonfariasafp@yahoo.com.br;(21) 2628-6166 / (21) 7703-9721;;ATIVA;09/06/2009;;;;0.00
50.349.541/0001-06;MATRIZ;20/03/2023;CENTRO DE PESQUISAS EM DOENCAS HEPATO RENAIS DO CEARA - CEPHRECE - SCP FRECHEIRINHA;;212-7 - Sociedade em Conta de Participação;RUA PROFESSOR COSTA MENDES - DE 1281/1282 AO FIM;1609;TERREO;60.430-140;RODOLFO TEOFILO;FORTALEZA;CE;pluralmedgestao@secran.com.br;(88) 9287-6886;;ATIVA;20/03/2023;;;;1000000.00
26.227.882/0005-40;FILIAL;25/07/2022;INSTITUTO NACIONAL DE GESTAO EM EDUCACAO E SAUDE - INGES;INGES;399-9 - Associação Privada;RUA ANTONIO BENTO;112;;29.360-000;CENTRO;CASTELO;ES;medico@inges.org.br;(62) 3639-0375;;ATIVA;25/07/2022;;;;0.00
27.638.436/0001-67;MATRIZ;16/04/1970;SOCIEDADE BENEFICENTE E CULTURAL DE MONTANHA;SBCM;399-9 - Associação Privada;RUA LINHARES;S N;;29.890-000;;MONTANHA;ES;direcaohmnsa@gmail.com;(27) 3754-1215;;ATIVA;03/11/2005;;;;0.00
28.141.190/0001-86;MATRIZ;06/10/1966;IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA;SANTA CASA DE MISERICORDIA DE VITORIA;399-9 - Associação Privada;R DOUTOR JOAO DOS SANTOS NEVES;143;;29.025-023;VILA RUBIM;VITORIA;ES;provedoria@santacasavitoria.org;(27) 3212-7260/ (27) 3212-7200;;ATIVA;28/08/2004;;;;0.00
47.078.019/0001-14;MATRIZ;11/10/1968;HOSPITAL MAHATMA GANDHI;HOSPITAL MAHATMA GANDHI;399-9 - Associação Privada;R DUARTINA;1311;;15.810-150;VILA SOTO;CATANDUVA;SP;;(017) 5227-211;;ATIVA;03/11/2005;;;;0.00
26.227.882/0003-88;FILIAL;15/04/2021;INSTITUTO NACIONAL DE GESTAO EM EDUCACAO E SAUDE - INGES;INGES;399-9 - Associação Privada;R PADRE ANTONIO MARIA;201;;29.295-000;CENTRO;VARGEM ALTA;ES;medico@inges.org.br;(62) 3639-0375;;ATIVA;15/04/2021;;;;0.00
07.156.945/0002-27;FILIAL;25/06/2012;IGIS - INSTITUTO DA GESTAO E INOVACAO DA SAUDE;;399-9 - Associação Privada;RUA INACIO HIGINO;673;EDIF MUBADALLA OFFICE SALA 402;29.101-087;PRAIA DA COSTA;VILA VELHA;ES;;(27) 3149-2005 / (27) 4009-4679;;ATIVA;25/06/2012;;;;0.00
